date,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2020-04-01,1175,142,1413,584,9265,7621,3557,368,586,6956,4638,224,566,6980,2564,547,485,632,6424,303,1986,11263,9717,689,1073,1924,208,210,1279,367,22255,327,90377,1855,159,2547,721,736,5950,286,566,1293,129,2625,3533,888,321,1483,5608,191,1556,130
2020-04-02,1371,150,1596,643,10764,7982,3824,393,653,9008,5348,256,776,7695,3038,614,553,770,9149,376,2331,12542,11230,742,1177,2140,241,246,1463,479,25590,373,100780,2093,173,2901,881,826,7083,316,645,1554,165,2895,4070,1086,338,1706,6389,216,1748,150
2020-04-03,1606,161,1769,704,12088,8422,4914,450,757,10268,5831,319,891,8904,3437,699,629,770,10297,432,2758,14028,13221,788,1358,2277,243,279,1514,479,29895,490,111455,2380,186,3312,990,899,8483,316,711,1700,187,3147,4570,1248,389,2012,6846,237,2012,162
2020-04-04,1727,172,2019,743,12834,8742,5276,593,902,11537,6160,351,1022,10357,3953,787,698,917,12496,456,3125,15191,14735,865,1455,2629,265,321,1742,540,34124,506,121705,2635,207,3739,1161,899,10192,452,806,1917,212,3348,5117,1428,461,2407,7247,282,2030,187
2020-04-05,1905,187,2269,837,14489,9037,5675,673,1002,12350,6647,371,1078,11259,4411,869,751,955,13010,470,3617,16172,16268,935,1638,2718,286,364,1855,621,37505,624,132700,2891,225,4043,1254,1068,11605,475,922,2049,240,3660,5404,1601,512,2640,7825,324,2320,197
2020-04-06,2079,193,2460,875,15999,9479,6906,783,1097,13324,7314,387,1101,12262,4956,946,849,955,14867,499,4045,18103,17820,986,1738,3147,299,417,1953,715,41090,686,142561,3153,237,4453,1329,1068,13104,513,1082,2232,288,3888,6142,1678,543,2878,8311,345,2449,210
2020-04-07,2308,215,2575,946,17096,9839,7781,928,1211,14545,8822,410,1170,13553,5510,1046,912,1149,16284,519,4371,20127,19644,1069,1915,3443,319,447,2124,715,44416,794,149974,3453,251,4782,1474,1132,14635,573,1229,2417,320,4194,6748,1739,575,3335,8692,412,2578,216
2020-04-08,2614,228,2726,1000,18576,10246,7781,1116,1440,15456,9901,410,1210,15078,5943,1145,1046,1149,17030,537,5529,21990,21076,1154,2003,3625,332,519,2259,747,47437,821,160185,3700,269,5148,1526,1181,16436,620,1450,2417,393,4399,7538,1848,605,3645,9276,483,2710,221
2020-04-09,2954,238,3018,1119,19536,10660,9784,1209,1523,16364,10566,442,1232,16422,6351,1270,1116,1341,18283,560,6185,23977,22297,1240,2260,3852,354,568,2456,819,51027,865,172256,3993,278,5512,1686,1321,18460,683,1727,2793,447,4678,8128,1856,628,4042,9639,514,2886,230
2020-04-10,3112,249,3112,1171,20752,11111,10538,1326,1660,17531,11485,442,1354,17887,6907,1388,1117,1693,19253,586,6968,26037,23279,1336,2469,4249,365,635,2722,819,54588,1081,183729,4230,293,5878,1794,1322,20303,725,1727,3067,536,4873,9063,2103,679,4509,10119,574,3068,239
2020-04-11,3346,261,3393,1228,21461,11477,11510,1479,1778,18494,12159,465,1396,19180,7435,1510,1275,1693,20014,616,7694,27338,24500,1427,2642,4456,377,699,2702,885,58151,1091,192262,4535,308,6250,1868,1371,22038,788,2349,3211,626,5165,9583,2207,711,5077,10434,577,3213,261
2020-04-12,3667,276,3542,1280,22204,11821,12035,1625,1875,19895,12452,499,1407,20852,7928,1587,1344,1963,20595,633,8225,28271,25183,1621,2781,4564,387,791,2836,929,61850,1245,200635,4839,331,6604,1970,1527,23219,897,2665,3320,730,5390,9797,2303,727,5274,10609,593,3341,270
2020-04-13,3870,281,3705,1410,23406,12306,13381,1758,1955,21019,13315,504,1426,22025,8359,1710,1390,2018,21016,698,8936,30294,26622,1621,2942,4759,394,814,2990,985,64584,1262,208488,5024,341,6975,2069,1584,24505,903,2665,3391,868,5606,10461,2363,748,5747,10635,611,3428,275
2020-04-14,4041,289,3809,1498,24544,12734,13989,1926,2058,21628,14578,511,1464,23248,8527,1899,1441,2048,21518,735,9472,33173,28042,1695,3087,4932,399,897,3134,922,68824,1345,215959,5195,364,7285,2184,1633,25612,923,3251,3553,988,5788,11190,2417,752,6182,10799,640,3555,282
2020-04-15,4307,297,3964,1569,26356,13218,14755,2014,2197,22511,14987,524,1473,24593,8960,1995,1504,2210,21951,770,10032,35778,29144,1809,3360,5070,404,901,3211,1139,71030,1484,222617,5484,392,7794,2263,1663,26841,974,3251,3656,1168,6051,11864,2548,759,6500,10942,702,3721,287
2020-04-16,4465,305,4237,1620,27578,13583,15884,2070,2350,23343,15669,530,1587,25734,9542,2141,1615,2435,22532,796,10784,38170,29966,1809,3624,5376,415,952,3214,1139,75317,1484,230506,5877,438,8414,2357,1736,28033,1043,3529,3931,1311,6341,12527,2683,774,6889,11057,728,3875,296
2020-04-17,4557,314,4511,1695,29296,14029,16809,2317,2476,24759,17194,541,1609,27578,10154,2332,1730,2522,23118,827,11572,41168,31225,2070,3793,5596,422,1066,3524,1287,78467,1597,237492,6171,528,9107,2465,1785,29855,1068,4177,4099,1411,6661,13113,2793,779,7491,11517,775,4053,305
2020-04-18,4788,319,4724,1744,30642,14381,17550,2538,2666,25492,17669,574,1655,29160,10641,2513,1821,2707,23580,847,12326,42657,32031,2209,3974,5784,426,1249,3626,1342,81420,1798,244369,6524,584,10222,2465,1844,31671,1118,4491,4248,1542,6834,13502,2917,803,8053,11776,785,4199,309
2020-04-19,4978,324,4933,1781,31307,14677,17962,2538,2793,26314,18301,580,1668,30357,11211,2902,1905,2960,23928,867,12847,43750,32688,2356,4274,5920,433,1474,3728,1390,85301,1845,251013,6818,626,11602,2567,1910,32938,1213,4706,4377,1635,7111,13774,3069,813,8542,11978,890,4346,313
2020-04-20,5163,326,5068,1973,33562,15246,19815,2745,2927,27059,19407,584,1672,31513,11688,3159,2048,3050,24523,875,13684,46442,33324,2470,4512,6083,433,1648,3830,1447,88722,1971,257399,7033,644,12919,2680,1957,33833,1252,5090,4446,1685,7361,14675,3213,816,8990,12114,902,4499,317
2020-04-21,5404,334,5256,1990,35753,15855,20360,2931,3098,27869,19881,586,1736,33059,12097,3641,2164,3204,24854,888,14193,48637,34048,2567,4716,6312,437,1685,3937,1490,92387,1971,262032,7331,678,13725,2807,2004,35077,1298,5500,4439,1755,7649,15375,3297,818,9630,12392,908,4625,443
2020-04-22,5692,340,5473,2276,37748,16338,22469,3200,3206,28309,21214,592,1766,35107,12438,3748,2331,3378,25258,907,14775,51348,35404,2722,4894,6516,439,1813,4081,1588,95914,2210,266291,7728,710,14117,2894,2059,36420,1252,5841,4761,1858,8148,16155,3445,823,10266,12596,939,4845,447
2020-04-23,5899,342,5772,2599,39596,16810,23100,3308,3361,29648,21883,596,1836,36937,13039,3924,2721,3479,25739,937,15737,53755,36845,2942,5153,6787,442,2202,4208,1670,100025,2379,271788,8200,748,14694,3017,2127,38274,1230,6256,4917,1956,8600,17012,3612,825,10998,12753,981,5052,453
2020-04-24,6092,344,6045,2810,41466,17320,23936,3442,3528,30533,22491,601,1870,39658,13681,4445,2959,3779,26140,965,16616,56039,38330,3185,5434,7022,444,2424,4398,1720,102196,2521,278456,8634,804,15169,3121,2177,39915,1276,6699,5070,2040,9068,17771,3782,827,11594,12977,1010,5356,473
2020-04-25,6274,344,6286,2911,42432,17709,24583,3576,3699,30839,23222,605,1887,41777,14399,5092,3135,3915,26512,965,17766,57537,38789,3446,5718,7186,445,2719,4539,1797,105498,2660,287898,8929,868,15587,3194,2253,41460,873,7129,5253,2147,9369,18392,3948,843,12366,13319,1010,5687,491
2020-04-26,6475,346,6534,3001,43735,18076,25269,4034,3841,31532,23486,606,1897,43903,15012,5476,3277,4085,26773,1015,18581,58384,39540,3602,5911,7348,448,3030,4734,1864,109038,2726,293575,9339,943,15972,3254,2311,42784,886,7439,5498,2212,9667,18780,4123,851,12970,13521,1055,5912,502
2020-04-27,6621,350,6725,3069,45313,18602,25997,4162,3892,32138,24302,607,1897,45883,15961,5868,3473,4156,27068,1023,19487,60516,40034,3811,6094,7516,449,3358,4700,1938,111188,2825,297888,9782,992,16325,3281,2354,43695,890,7708,5613,2244,9964,20128,4236,855,13538,13686,1063,6081,520
2020-04-28,6820,356,6955,3127,46828,18993,26312,4575,3994,32848,24922,609,1952,48102,16588,6376,3652,4375,27286,1040,20113,62625,41166,4181,6342,7657,451,3517,4821,2010,113856,2974,300796,10144,1034,16769,3410,2385,45199,893,7927,5735,2313,10237,20897,4345,862,14339,13842,1095,6289,536
2020-04-29,6979,360,7209,3193,49223,19383,26767,4655,4106,33193,25775,613,1952,50358,17182,6843,3839,4537,27660,1056,20849,64816,42379,4644,6569,7862,451,3851,4934,2058,116365,3213,303932,10711,1068,17303,3473,2446,46372,899,8247,5882,2373,10805,22328,4497,862,14962,14070,1110,6520,545
2020-04-30,7187,360,7655,3281,50711,19767,27700,4734,4323,33690,26264,618,1984,52918,17835,7145,4413,4708,28001,1095,21742,66867,43478,5136,6815,8091,453,4281,5053,2146,118652,3411,308309,11120,1108,18027,3618,2510,47953,949,8621,6095,2449,11807,23443,4672,866,15847,14327,1125,6854,559
2020-05-01,7440,369,7969,3337,52545,20230,28764,4918,4658,34728,27489,619,2015,56055,18630,7884,4634,4882,28711,1123,23472,68953,44524,5730,7212,8407,453,5008,5248,2310,121203,3513,312799,11585,1154,18743,3748,2579,49646,958,8962,6258,2525,12576,24751,4828,879,16902,14637,1152,7314,566
2020-05-02,7700,370,8364,3372,53883,20507,29287,5038,4797,35463,28331,620,2061,58505,19295,8643,4885,4879,29140,1153,24473,69984,45424,6232,7441,8620,455,5317,5389,2429,123735,3732,317174,11929,1192,19335,3851,2635,50995,967,9289,6489,2588,12813,25425,4985,886,17738,15003,1185,7660,579
2020-05-03,7977,373,8640,3437,55250,20763,29287,5208,5016,36078,28665,620,2061,61499,19933,9175,5156,5130,29340,1185,25462,70723,46047,6663,7550,8790,455,5661,5472,2518,126763,3850,320685,12167,1226,19914,3972,2680,52044,982,9477,6626,2631,13183,25804,5175,897,18672,15185,1195,7964,586
2020-05-04,8203,375,8924,3491,56611,21263,29973,5288,5170,36897,29451,621,2106,63777,20507,9703,5383,5245,29673,1205,26408,72605,46348,7234,7877,9070,457,6037,5630,2588,128296,4031,323828,12483,1266,20474,4044,2759,52999,995,9652,6757,2668,13493,26768,5317,902,19493,15462,1224,8236,596
2020-05-05,8520,376,9305,3525,59201,21744,30621,5371,5322,37439,29998,625,2127,65889,21033,10111,5648,5822,29996,1226,27117,74343,46914,7851,8207,9278,456,6373,5660,2636,130628,4138,325934,12928,1321,20969,4127,2839,53878,999,9933,6841,2721,13682,27649,5449,907,20257,15594,1246,8566,604
2020-05-06,8769,378,9707,3611,61080,22117,30995,5778,5461,38002,30743,626,2158,68232,21870,10404,5993,5934,30399,1254,28163,76048,47738,8579,8424,9533,456,6689,5741,2741,131928,4291,328057,13541,1370,21576,4202,2916,54846,999,10205,6936,2780,13941,28935,5595,908,20985,15905,1242,8901,631
2020-05-07,9115,380,9945,3703,63005,22541,31784,5939,5654,38828,31618,629,2178,70871,22503,11059,6332,6129,30652,1330,29374,77733,48412,9365,8686,9724,456,7334,5855,2843,134037,4493,331268,14051,1423,22131,4330,2989,55948,1006,10530,7142,2906,14333,30380,5724,916,21570,16231,1287,9215,635
2020-05-08,9437,383,10526,3747,65130,22952,32411,6111,5899,39199,32181,629,2178,73760,23146,11457,6667,6288,30855,1374,30485,79190,49170,10088,9090,9860,458,7818,5920,2947,135899,4673,334167,14516,1463,23016,4424,3068,57369,1022,10779,7367,3145,14528,31808,5919,919,22342,16388,1323,9590,644
2020-05-09,9720,385,10960,3747,67261,23191,32984,6277,6102,40001,32588,631,2205,76085,23732,11671,6829,6440,31417,1408,31534,79882,49676,10790,9378,10016,458,8093,6171,3011,137464,4778,336802,15002,1489,23697,4490,3160,58462,1027,10989,7531,3393,14772,33464,6103,921,23196,16674,1323,9939,653
2020-05-10,9982,386,11119,4012,68452,23465,33554,6277,6272,40596,33580,632,2230,77741,24126,11959,6951,6440,31600,1436,32587,80277,50086,11271,9501,10115,458,8171,6120,3071,138823,4863,339202,15274,1515,24081,4589,3228,59877,1033,11274,7653,3517,15019,33867,6251,927,24081,16891,1360,10219,662
2020-05-11,10262,388,11383,4043,69957,23822,33765,6565,6389,40982,34002,634,2260,79007,24627,12373,7159,6677,31815,1462,33373,81588,50631,11799,9674,10229,459,8407,6152,3160,140289,5069,341026,15601,1567,24777,4613,3286,60469,1047,11450,7792,3614,15571,34747,6362,926,25070,17122,1366,10418,669
2020-05-12,10566,390,11736,4164,71645,24204,34333,6741,6485,41923,34924,635,2293,83021,25127,12912,7240,6853,32050,1477,34061,83041,51263,12494,9908,10357,461,8532,6313,3239,141016,5212,342356,16025,1640,25250,4732,3358,61257,1055,11614,7927,3663,16267,36356,6432,927,25800,17330,1378,10611,675
2020-05-13,10822,391,12216,4236,73677,24575,34855,6952,6584,42402,35427,638,2293,84694,25473,13289,7518,6853,32662,1515,34812,84358,51819,12917,10090,10552,462,8912,6476,3299,141673,5364,343874,16733,1707,25721,4858,3416,62018,1057,11835,8030,3732,16587,37101,6620,929,26746,17512,1398,10902,688
2020-05-14,11161,396,12674,4366,75455,24927,35464,7223,6736,43210,35977,637,2351,87937,26053,13675,7705,7225,33489,1565,35903,85674,53167,13435,10483,10717,462,9260,6504,3382,142834,5503,346213,17527,1758,26357,4963,3479,62934,1066,12016,8189,3792,16848,37785,6749,932,27813,17773,1427,11275,701
2020-05-15,11494,398,13169,4463,77399,25297,36085,7373,6871,44138,36772,638,2351,90369,26656,14049,7886,7444,33837,1603,36986,86782,53810,14240,10801,10928,466,9610,6733,3453,144124,5662,348461,18269,1845,26954,5087,3541,63943,1080,12219,8407,3887,17041,38606,6913,933,28672,17951,1447,11685,716
2020-05-16,11828,403,13666,4578,79469,25533,36703,7547,7042,44811,37212,639,2419,92457,27280,14328,7939,7688,34117,1648,37968,87433,54315,14969,11123,11090,468,10220,6813,3556,145233,5847,350979,18754,1896,27474,5237,3612,65044,1106,12434,8661,3959,17301,40242,7068,934,29683,18288,1470,12187,741
2020-05-17,12137,408,13945,4759,81055,25737,37419,7670,7123,45588,37579,640,2419,94191,27778,14651,7953,7688,34432,1687,38804,87805,54963,15668,11296,11197,468,10177,6949,3596,146653,5938,353002,19161,1927,27923,5310,3623,65743,1139,12674,8816,3987,17772,40815,7238,940,30388,18433,1492,12543,754
2020-05-18,12438,411,14208,4813,82501,26084,38116,7869,7270,46442,38283,640,2455,96485,28255,14955,8303,7935,34709,1713,39762,89125,55855,16372,11432,11342,470,10625,7061,3652,148401,6096,354500,19684,1987,28454,5398,3687,66521,1187,12795,8942,4027,18113,42034,7384,940,31140,18611,1502,12687,766
2020-05-19,12825,411,14576,4923,84648,26410,38430,8037,7434,46944,38855,641,2455,98030,28705,15296,8353,8069,35038,1741,41546,90202,56465,17029,11704,11473,471,10854,7096,3721,149533,6192,355886,20189,2068,28952,5489,3726,67086,1199,12951,9056,4085,18447,43373,7518,944,32145,18811,1502,12885,776
2020-05-20,13186,416,14906,5003,86926,26735,39017,8194,7551,47471,39801,643,2506,100418,29274,15620,8507,8167,35316,1819,42323,91231,57322,17670,11967,11662,478,11122,7388,3868,150976,6317,357052,21014,2168,29436,5532,3801,67855,1198,13356,9175,4177,18706,44464,7710,944,32908,18971,1567,13413,787
2020-05-21,13590,416,15348,5458,89235,27070,39208,8386,7788,48675,40663,647,2506,102688,29936,16170,8625,8286,36504,1877,43531,92209,57988,18200,12222,11814,479,11427,7400,3935,151802,6472,358918,21802,2238,30167,5680,3817,68828,1205,13571,9381,4177,19089,45350,7874,950,34137,19117,1593,13885,801
2020-05-22,13954,419,15624,5612,91479,27369,39640,8529,7893,49451,41482,642,2595,105444,30409,16492,8909,8426,36925,1948,44424,93092,58543,19005,12625,12028,479,11662,7525,4014,152818,6625,360818,22750,2288,30794,5849,3864,69795,1213,13736,9638,4356,19474,46271,8057,952,34950,19265,1705,14396,803
2020-05-23,14328,423,16053,5775,93546,27542,40022,8529,7966,50127,42242,643,2595,107796,30901,16898,8946,8571,36925,2013,45495,93492,59046,19845,13005,12173,479,11963,7526,4089,153383,6625,362889,23323,2342,31408,5960,3888,70559,1221,13952,9895,4464,19892,46606,8260,954,35749,19265,1705,14877,813
2020-05-24,14676,423,16377,5922,95332,27690,40468,8809,8110,50867,42902,643,2626,110304,31376,17251,9004,8571,37169,2055,46313,93808,59395,20573,13260,12400,479,12134,7881,4149,154402,6943,364697,23876,2382,31911,6037,3927,71266,1221,14065,10096,4563,20223,47234,8392,956,36244,19828,1759,15277,838
